model,feature_matrix,accuracy,precision,recall,f1_score
KNN,word_1_9000,0.872,0.79865772,0.98347107,0.88148148
KNN,word_2_9000,0.492,0.48790323,1.0,0.65582656
KNN,word_3_9000,0.588,0.54090909,0.98347107,0.69794721
KNN,word_1_10000,0.872,0.79865772,0.98347107,0.88148148
KNN,word_2_10000,0.492,0.48790323,1.0,0.65582656
KNN,word_3_10000,0.604,0.55140187,0.97520661,0.70447761
Logistic Regression,word_1_100,0.956,0.93650794,0.97520661,0.95546559
Logistic Regression,word_2_100,0.888,0.87804878,0.89256198,0.8852459
Logistic Regression,word_3_100,0.828,0.7826087,0.89256198,0.83397683
Logistic Regression,word_1_500,0.968,0.952,0.98347107,0.96747967
Logistic Regression,word_2_500,0.956,0.95081967,0.95867769,0.95473251
Logistic Regression,word_3_500,0.888,0.85496183,0.92561983,0.88888889
Logistic Regression,word_1_1000,0.976,0.96747967,0.98347107,0.97540983
Logistic Regression,word_2_1000,0.96,0.944,0.97520661,0.95934959
Logistic Regression,word_3_1000,0.896,0.86821705,0.92561983,0.896
Logistic Regression,word_1_2000,0.976,0.96747967,0.98347107,0.97540983
Logistic Regression,word_2_2000,0.964,0.94444444,0.98347107,0.96356275
Logistic Regression,word_3_2000,0.92,0.88549618,0.95867769,0.92063492
Logistic Regression,word_1_3000,0.976,0.96747967,0.98347107,0.97540983
Logistic Regression,word_2_3000,0.964,0.9516129,0.97520661,0.9632653
Logistic Regression,word_3_3000,0.932,0.90625,0.95867769,0.93172691
Logistic Regression,word_1_4000,0.976,0.96747967,0.98347107,0.97540983
Logistic Regression,word_2_4000,0.964,0.9516129,0.97520661,0.9632653
Logistic Regression,word_3_4000,0.928,0.90551181,0.95041322,0.92741935
Logistic Regression,word_1_5000,0.976,0.96747967,0.98347107,0.97540983
Logistic Regression,word_2_5000,0.968,0.95934959,0.97520661,0.96721311
Logistic Regression,word_3_5000,0.936,0.91338583,0.95867769,0.93548387
Logistic Regression,word_1_6000,0.972,0.96721311,0.97520661,0.97119341
Logistic Regression,word_2_6000,0.972,0.96721311,0.97520661,0.97119341
Logistic Regression,word_3_6000,0.936,0.91338583,0.95867769,0.93548387
Logistic Regression,word_1_7000,0.972,0.96721311,0.97520661,0.97119341
Logistic Regression,word_2_7000,0.972,0.96721311,0.97520661,0.97119341
Logistic Regression,word_3_7000,0.936,0.91338583,0.95867769,0.93548387
Logistic Regression,word_1_8000,0.972,0.96721311,0.97520661,0.97119341
Logistic Regression,word_2_8000,0.972,0.96721311,0.97520661,0.97119341
Logistic Regression,word_3_8000,0.944,0.92125984,0.96694215,0.94354839
Logistic Regression,word_1_9000,0.972,0.96721311,0.97520661,0.97119341
Logistic Regression,word_2_9000,0.972,0.96721311,0.97520661,0.97119341
Logistic Regression,word_3_9000,0.944,0.92125984,0.96694215,0.94354839
Logistic Regression,word_1_10000,0.972,0.96721311,0.97520661,0.97119341
Logistic Regression,word_2_10000,0.972,0.96721311,0.97520661,0.97119341
Logistic Regression,word_3_10000,0.944,0.92125984,0.96694215,0.94354839
Multinomial Naive Bayes,word_1_100,0.944,0.92125984,0.96694215,0.94354839
Multinomial Naive Bayes,word_2_100,0.904,0.8540146,0.96694215,0.90697675
Multinomial Naive Bayes,word_3_100,0.828,0.77857143,0.90082645,0.83524904
Multinomial Naive Bayes,word_1_500,0.96,0.944,0.97520661,0.95934959
Multinomial Naive Bayes,word_2_500,0.944,0.94214876,0.94214876,0.94214876
Multinomial Naive Bayes,word_3_500,0.876,0.86290323,0.88429752,0.87346939
Multinomial Naive Bayes,word_1_1000,0.964,0.95901639,0.96694215,0.96296296
Multinomial Naive Bayes,word_2_1000,0.924,0.93965517,0.90082645,0.91983122
Multinomial Naive Bayes,word_3_1000,0.896,0.91304348,0.8677686,0.88983051
Multinomial Naive Bayes,word_1_2000,0.98,0.98333333,0.97520661,0.97925311
Multinomial Naive Bayes,word_2_2000,0.936,0.97297297,0.89256198,0.93103448
Multinomial Naive Bayes,word_3_2000,0.9,0.93636364,0.85123967,0.89177489
Multinomial Naive Bayes,word_1_3000,0.976,0.98319328,0.96694215,0.975
Multinomial Naive Bayes,word_2_3000,0.94,0.98181818,0.89256198,0.93506493
Multinomial Naive Bayes,word_3_3000,0.904,0.93693694,0.85950413,0.89655172
Multinomial Naive Bayes,word_1_4000,0.976,0.98319328,0.96694215,0.975
Multinomial Naive Bayes,word_2_4000,0.944,0.99082569,0.89256198,0.93913043
Multinomial Naive Bayes,word_3_4000,0.896,0.94392523,0.83471074,0.88596491
Multinomial Naive Bayes,word_1_5000,0.98,0.99152542,0.96694215,0.9790795
Multinomial Naive Bayes,word_2_5000,0.948,0.99090909,0.90082645,0.94372295
Multinomial Naive Bayes,word_3_5000,0.912,0.96261682,0.85123967,0.90350877
Multinomial Naive Bayes,word_1_6000,0.98,0.99152542,0.96694215,0.9790795
Multinomial Naive Bayes,word_2_6000,0.94,0.99074074,0.88429752,0.93449782
Multinomial Naive Bayes,word_3_6000,0.912,0.96261682,0.85123967,0.90350877
Multinomial Naive Bayes,word_1_7000,0.98,0.99152542,0.96694215,0.9790795
Multinomial Naive Bayes,word_2_7000,0.936,0.99065421,0.87603306,0.92982456
Multinomial Naive Bayes,word_3_7000,0.912,0.96261682,0.85123967,0.90350877
Multinomial Naive Bayes,word_1_8000,0.98,0.99152542,0.96694215,0.9790795
Multinomial Naive Bayes,word_2_8000,0.944,0.99082569,0.89256198,0.93913043
Multinomial Naive Bayes,word_3_8000,0.904,0.96190476,0.83471074,0.89380531
Multinomial Naive Bayes,word_1_9000,0.98,0.99152542,0.96694215,0.9790795
Multinomial Naive Bayes,word_2_9000,0.94,0.99074074,0.88429752,0.93449782
Multinomial Naive Bayes,word_3_9000,0.908,0.97115385,0.83471074,0.89777778
Multinomial Naive Bayes,word_1_10000,0.98,0.99152542,0.96694215,0.9790795
Multinomial Naive Bayes,word_2_10000,0.94,0.99074074,0.88429752,0.93449782
Multinomial Naive Bayes,word_3_10000,0.904,0.97087379,0.82644628,0.89285714
Support Vector Machine,word_1_100,0.964,0.94444444,0.98347107,0.96356275
Support Vector Machine,word_2_100,0.92,0.91056911,0.92561983,0.91803279
Support Vector Machine,word_3_100,0.832,0.79699248,0.87603306,0.83464567
Support Vector Machine,word_1_500,0.984,0.97560976,0.99173554,0.98360656
Support Vector Machine,word_2_500,0.98,0.99152542,0.96694215,0.9790795
Support Vector Machine,word_3_500,0.868,0.87288136,0.85123967,0.86192469
Support Vector Machine,word_1_1000,0.98,0.97540984,0.98347107,0.97942387
Support Vector Machine,word_2_1000,0.96,0.97435897,0.94214876,0.95798319
Support Vector Machine,word_3_1000,0.896,0.90598291,0.87603306,0.89075631
Support Vector Machine,word_1_2000,0.98,0.97540984,0.98347107,0.97942387
Support Vector Machine,word_2_2000,0.976,0.98319328,0.96694215,0.975
Support Vector Machine,word_3_2000,0.916,0.93103448,0.89256198,0.9113924
Support Vector Machine,word_1_3000,0.98,0.97540984,0.98347107,0.97942387
Support Vector Machine,word_2_3000,0.972,0.98305085,0.95867769,0.9707113
Support Vector Machine,word_3_3000,0.912,0.93043478,0.88429752,0.90677966
Support Vector Machine,word_1_4000,0.98,0.97540984,0.98347107,0.97942387
Support Vector Machine,word_2_4000,0.976,0.98319328,0.96694215,0.975
Support Vector Machine,word_3_4000,0.916,0.94642857,0.87603306,0.90987125
Support Vector Machine,word_1_5000,0.98,0.97540984,0.98347107,0.97942387
Support Vector Machine,word_2_5000,0.96,0.99115044,0.92561983,0.95726495
Support Vector Machine,word_3_5000,0.924,0.96363636,0.87603306,0.91774892
Support Vector Machine,word_1_6000,0.98,0.97540984,0.98347107,0.97942387
Support Vector Machine,word_2_6000,0.964,0.99122807,0.9338843,0.96170213
Support Vector Machine,word_3_6000,0.924,0.96363636,0.87603306,0.91774892
Support Vector Machine,word_1_7000,0.98,0.97540984,0.98347107,0.97942387
Support Vector Machine,word_2_7000,0.964,0.99122807,0.9338843,0.96170213
Support Vector Machine,word_3_7000,0.924,0.96363636,0.87603306,0.91774892
Support Vector Machine,word_1_8000,0.98,0.97540984,0.98347107,0.97942387
Support Vector Machine,word_2_8000,0.968,0.99130435,0.94214876,0.9661017
Support Vector Machine,word_3_8000,0.912,0.96261682,0.85123967,0.90350877
Support Vector Machine,word_1_9000,0.98,0.97540984,0.98347107,0.97942387
Support Vector Machine,word_2_9000,0.968,0.99130435,0.94214876,0.9661017
Support Vector Machine,word_3_9000,0.916,0.97169811,0.85123967,0.90748899
Support Vector Machine,word_1_10000,0.98,0.97540984,0.98347107,0.97942387
Support Vector Machine,word_2_10000,0.968,0.99130435,0.94214876,0.9661017
Support Vector Machine,word_3_10000,0.908,0.97115385,0.83471074,0.89777778
Decision Tree,word_1_100,0.924,0.91129032,0.9338843,0.92244898
Decision Tree,word_2_100,0.848,0.8487395,0.83471074,0.84166667
Decision Tree,word_3_100,0.844,0.78873239,0.92561983,0.85171102
Decision Tree,word_1_500,0.948,0.92857143,0.96694215,0.94736842
Decision Tree,word_2_500,0.876,0.85714286,0.89256198,0.87449393
Decision Tree,word_3_500,0.868,0.82352941,0.92561983,0.87159533
Decision Tree,word_1_1000,0.944,0.928,0.95867769,0.94308943
Decision Tree,word_2_1000,0.848,0.81679389,0.88429752,0.84920635
Decision Tree,word_3_1000,0.86,0.81617647,0.91735537,0.86381323
Decision Tree,word_1_2000,0.944,0.94957983,0.9338843,0.94166667
Decision Tree,word_2_2000,0.848,0.81203008,0.89256198,0.8503937
Decision Tree,word_3_2000,0.864,0.81751825,0.92561983,0.86821705
Decision Tree,word_1_3000,0.948,0.92857143,0.96694215,0.94736842
Decision Tree,word_2_3000,0.872,0.82962963,0.92561983,0.875
Decision Tree,word_3_3000,0.876,0.82608696,0.94214876,0.88030888
Decision Tree,word_1_4000,0.928,0.912,0.94214876,0.92682927
Decision Tree,word_2_4000,0.852,0.81818182,0.89256198,0.85375494
Decision Tree,word_3_4000,0.872,0.81560284,0.95041322,0.8778626
Decision Tree,word_1_5000,0.948,0.921875,0.97520661,0.94779116
Decision Tree,word_2_5000,0.836,0.80769231,0.8677686,0.83665339
Decision Tree,word_3_5000,0.88,0.82269504,0.95867769,0.88549619
Decision Tree,word_1_6000,0.944,0.91472868,0.97520661,0.944
Decision Tree,word_2_6000,0.86,0.83076923,0.89256198,0.86055777
Decision Tree,word_3_6000,0.864,0.81294964,0.9338843,0.86923077
Decision Tree,word_1_7000,0.932,0.91935484,0.94214876,0.93061225
Decision Tree,word_2_7000,0.84,0.8,0.89256198,0.84375
Decision Tree,word_3_7000,0.856,0.79310345,0.95041322,0.86466165
Decision Tree,word_1_8000,0.94,0.92063492,0.95867769,0.93927126
Decision Tree,word_2_8000,0.848,0.81679389,0.88429752,0.84920635
Decision Tree,word_3_8000,0.884,0.82857143,0.95867769,0.88888889
Decision Tree,word_1_9000,0.932,0.91935484,0.94214876,0.93061225
Decision Tree,word_2_9000,0.844,0.81538462,0.87603306,0.84462152
Decision Tree,word_3_9000,0.86,0.8028169,0.94214876,0.86692015
Decision Tree,word_1_10000,0.932,0.91935484,0.94214876,0.93061225
Decision Tree,word_2_10000,0.836,0.81746032,0.85123967,0.8340081
Decision Tree,word_3_10000,0.872,0.81118881,0.95867769,0.87878788
Random Forest,word_1_100,0.956,0.92307692,0.99173554,0.9561753
Random Forest,word_2_100,0.896,0.88617886,0.90082645,0.89344262
Random Forest,word_3_100,0.864,0.80851064,0.94214876,0.87022901
Random Forest,word_1_500,0.968,0.94488189,0.99173554,0.96774194
Random Forest,word_2_500,0.928,0.912,0.94214876,0.92682927
Random Forest,word_3_500,0.876,0.8358209,0.92561983,0.87843137
Random Forest,word_1_1000,0.968,0.952,0.98347107,0.96747967
Random Forest,word_2_1000,0.912,0.86666667,0.96694215,0.9140625
Random Forest,word_3_1000,0.888,0.85496183,0.92561983,0.88888889
Random Forest,word_1_2000,0.968,0.952,0.98347107,0.96747967
Random Forest,word_2_2000,0.896,0.86259542,0.9338843,0.8968254
Random Forest,word_3_2000,0.884,0.84328358,0.9338843,0.88627451
Random Forest,word_1_3000,0.968,0.952,0.98347107,0.96747967
Random Forest,word_2_3000,0.892,0.85606061,0.9338843,0.89328064
Random Forest,word_3_3000,0.896,0.84671533,0.95867769,0.89922481
Random Forest,word_1_4000,0.96,0.93700787,0.98347107,0.95967742
Random Forest,word_2_4000,0.9,0.85294118,0.95867769,0.90272374
Random Forest,word_3_4000,0.884,0.84848485,0.92561983,0.88537549
Random Forest,word_1_5000,0.964,0.94444444,0.98347107,0.96356275
Random Forest,word_2_5000,0.904,0.84892086,0.97520661,0.90769231
Random Forest,word_3_5000,0.896,0.84671533,0.95867769,0.89922481
Random Forest,word_1_6000,0.952,0.936,0.96694215,0.95121951
Random Forest,word_2_6000,0.904,0.84892086,0.97520661,0.90769231
Random Forest,word_3_6000,0.88,0.84732824,0.91735537,0.88095238
Random Forest,word_1_7000,0.956,0.93650794,0.97520661,0.95546559
Random Forest,word_2_7000,0.9,0.85294118,0.95867769,0.90272374
Random Forest,word_3_7000,0.88,0.83211679,0.94214876,0.88372093
Random Forest,word_1_8000,0.952,0.936,0.96694215,0.95121951
Random Forest,word_2_8000,0.908,0.85507246,0.97520661,0.91119691
Random Forest,word_3_8000,0.884,0.83333333,0.95041322,0.88803088
Random Forest,word_1_9000,0.96,0.93700787,0.98347107,0.95967742
Random Forest,word_2_9000,0.9,0.84285714,0.97520661,0.90421456
Random Forest,word_3_9000,0.888,0.83453237,0.95867769,0.89230769
Random Forest,word_1_10000,0.964,0.9516129,0.97520661,0.9632653
Random Forest,word_2_10000,0.908,0.86029412,0.96694215,0.91050584
Random Forest,word_3_10000,0.884,0.83333333,0.95041322,0.88803088
Multi-layer Perceptron,word_1_100,0.944,0.90839695,0.98347107,0.94444444
Multi-layer Perceptron,word_2_100,0.924,0.8984375,0.95041322,0.92369478
Multi-layer Perceptron,word_3_100,0.84,0.80451128,0.88429752,0.84251969
Multi-layer Perceptron,word_1_500,0.972,0.95967742,0.98347107,0.97142857
Multi-layer Perceptron,word_2_500,0.972,0.98305085,0.95867769,0.9707113
Multi-layer Perceptron,word_3_500,0.888,0.872,0.90082645,0.88617886
Multi-layer Perceptron,word_1_1000,0.984,0.98347107,0.98347107,0.98347107
Multi-layer Perceptron,word_2_1000,0.964,0.95901639,0.96694215,0.96296296
Multi-layer Perceptron,word_3_1000,0.908,0.89516129,0.91735537,0.90612245
Multi-layer Perceptron,word_1_2000,0.988,0.99166667,0.98347107,0.98755187
Multi-layer Perceptron,word_2_2000,0.968,0.96694215,0.96694215,0.96694215
Multi-layer Perceptron,word_3_2000,0.92,0.8976378,0.94214876,0.91935484
Multi-layer Perceptron,word_1_3000,0.988,0.99166667,0.98347107,0.98755187
Multi-layer Perceptron,word_2_3000,0.976,0.98319328,0.96694215,0.975
Multi-layer Perceptron,word_3_3000,0.928,0.91869919,0.9338843,0.92622951
Multi-layer Perceptron,word_1_4000,0.984,0.99159664,0.97520661,0.98333333
Multi-layer Perceptron,word_2_4000,0.972,0.98305085,0.95867769,0.9707113
Multi-layer Perceptron,word_3_4000,0.94,0.94166667,0.9338843,0.93775934
Multi-layer Perceptron,word_1_5000,0.988,1.0,0.97520661,0.9874477
Multi-layer Perceptron,word_2_5000,0.976,0.99145299,0.95867769,0.97478992
Multi-layer Perceptron,word_3_5000,0.94,0.93442623,0.94214876,0.93827161
Multi-layer Perceptron,word_1_6000,0.984,0.99159664,0.97520661,0.98333333
Multi-layer Perceptron,word_2_6000,0.976,0.99145299,0.95867769,0.97478992
Multi-layer Perceptron,word_3_6000,0.948,0.94262295,0.95041322,0.94650206
Multi-layer Perceptron,word_1_7000,0.98,0.98333333,0.97520661,0.97925311
Multi-layer Perceptron,word_2_7000,0.968,0.99130435,0.94214876,0.9661017
Multi-layer Perceptron,word_3_7000,0.94,0.93442623,0.94214876,0.93827161
Multi-layer Perceptron,word_1_8000,0.984,0.99159664,0.97520661,0.98333333
Multi-layer Perceptron,word_2_8000,0.972,0.99137931,0.95041322,0.97046413
Multi-layer Perceptron,word_3_8000,0.936,0.9338843,0.9338843,0.9338843
Multi-layer Perceptron,word_1_9000,0.98,0.98333333,0.97520661,0.97925311
Multi-layer Perceptron,word_2_9000,0.972,0.99137931,0.95041322,0.97046413
Multi-layer Perceptron,word_3_9000,0.94,0.93442623,0.94214876,0.93827161
Multi-layer Perceptron,word_1_10000,0.98,0.98333333,0.97520661,0.97925311
Multi-layer Perceptron,word_2_10000,0.968,0.99130435,0.94214876,0.9661017
Multi-layer Perceptron,word_3_10000,0.94,0.94166667,0.9338843,0.93775934
